path,verdict,detail,samplerate,cutoff_hz,nyquist_hz,slope_db_per_khz
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/01. Demob Happy - Haat De Stank.flac,SUSPECT,"hard cutoff at ~16683Hz, steep 26.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16683,22050,26.9
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/02. Demob Happy - Suffer You.flac,SUSPECT,"hard cutoff at ~16656Hz, steep 29.5dB/kHz -> likely transcoded from 128kbps MP3",44100,16656,22050,29.5
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/03. Demob Happy - Succubus.flac,SUSPECT,"hard cutoff at ~16661Hz, steep 27.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16661,22050,27.4
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/04. Demob Happy - Junk DNA.flac,SUSPECT,"hard cutoff at ~16667Hz, steep 27.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16667,22050,27.3
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/05. Demob Happy - Man You're Wrong.flac,SUSPECT,"hard cutoff at ~16672Hz, steep 26.2dB/kHz -> likely transcoded from 128kbps MP3",44100,16672,22050,26.2
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/06. Demob Happy - Summer Cash In.flac,SUSPECT,"hard cutoff at ~16704Hz, steep 29.5dB/kHz -> likely transcoded from 128kbps MP3",44100,16704,22050,29.5
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/07. Demob Happy - Wash It Down.flac,SUSPECT,"hard cutoff at ~16715Hz, steep 28.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16715,22050,28.6
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/08. Demob Happy - Young & Numb.flac,SUSPECT,"hard cutoff at ~16704Hz, steep 30.1dB/kHz -> likely transcoded from 128kbps MP3",44100,16704,22050,30.1
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/09. Demob Happy - Dream Soda.flac,SUSPECT,"hard cutoff at ~16721Hz, steep 30.1dB/kHz -> likely transcoded from 128kbps MP3",44100,16721,22050,30.1
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/10. Demob Happy - Summoner.flac,SUSPECT,"hard cutoff at ~16607Hz, steep 26.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16607,22050,26.7
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/11. Demob Happy - Underneath Your Tree.flac,SUSPECT,"hard cutoff at ~16764Hz, steep 30.0dB/kHz -> likely transcoded from 128kbps MP3",44100,16764,22050,30
/home/adam/driveBig/Music/New unformated songs/Demob Happy - Dream Soda (2015) [FLAC] [16B-44100kHz]/12. Demob Happy - Strange Things.flac,SUSPECT,"hard cutoff at ~16677Hz, steep 27.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16677,22050,27.4
/home/adam/driveBig/Music/New unformated songs/Dexter and The Moonrocks - Couch (2024) [FLAC] [16B-44100kHz]/01. Dexter and The Moonrocks - Couch (Explicit).flac,SUSPECT,"hard cutoff at ~16683Hz, steep 25.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16683,22050,25.8
/home/adam/driveBig/Music/New unformated songs/Dexter and The Moonrocks - Freakin’ Out (2026) [FLAC] [16B-44100kHz]/01. Dexter and The Moonrocks - Freakin’ Out.flac,SUSPECT,"hard cutoff at ~16473Hz, steep 18.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16473,22050,18.8
/home/adam/driveBig/Music/New unformated songs/Dexter and The Moonrocks - Ritalin (2025) [FLAC] [16B-44100kHz]/01. Dexter and The Moonrocks - Ritalin.flac,SUSPECT,"hard cutoff at ~16215Hz, steep 17.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16215,22050,17.9
/home/adam/driveBig/Music/New unformated songs/Dexter and The Moonrocks - Sad In Carolina (2024) [FLAC] [16B-44100kHz]/01. Dexter and The Moonrocks - Sad In Carolina.flac,SUSPECT,"hard cutoff at ~16247Hz, steep 17.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16247,22050,17.4
/home/adam/driveBig/Music/New unformated songs/Dexter and The Moonrocks - She Likes Girls (2024) [FLAC] [16B-44100kHz]/01. Dexter and The Moonrocks - She Likes Girls (Explicit).flac,SUSPECT,"hard cutoff at ~16521Hz, steep 22.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16521,22050,22.3
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/01. Dinosaur Pile-up - Thrash Metal Cassette (Explicit).flac,SUSPECT,"hard cutoff at ~16527Hz, steep 26.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16527,22050,26.7
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/02. Dinosaur Pile-up - Back Foot (Explicit).flac,SUSPECT,"hard cutoff at ~16392Hz, steep 23.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16392,22050,23.8
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/03. Dinosaur Pile-up - Stupid Heavy Metal Broken Hearted Loser Punk (Explicit).flac,SUSPECT,"hard cutoff at ~16064Hz, steep 22.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16064,22050,22.3
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/04. Dinosaur Pile-up - Celebrity Mansions (Explicit).flac,SUSPECT,"hard cutoff at ~16602Hz, steep 30.0dB/kHz -> likely transcoded from 128kbps MP3",44100,16602,22050,30
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/05. Dinosaur Pile-up - Round The Bend.flac,SUSPECT,"hard cutoff at ~16511Hz, steep 25.1dB/kHz -> likely transcoded from 128kbps MP3",44100,16511,22050,25.1
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/06. Dinosaur Pile-up - Pouring Gasoline.flac,SUSPECT,"hard cutoff at ~16564Hz, steep 25.2dB/kHz -> likely transcoded from 128kbps MP3",44100,16564,22050,25.2
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/07. Dinosaur Pile-up - Black Limousine.flac,SUSPECT,"hard cutoff at ~16521Hz, steep 21.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16521,22050,21.6
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/08. Dinosaur Pile-up - K West.flac,SUSPECT,"hard cutoff at ~16543Hz, steep 22.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16543,22050,22.8
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/09. Dinosaur Pile-up - Professional Freak (Explicit).flac,SUSPECT,"hard cutoff at ~16559Hz, steep 25.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16559,22050,25.4
/home/adam/driveBig/Music/New unformated songs/Dinosaur Pile-up - Celebrity Mansions (2019) [FLAC] [16B-44100kHz]/10. Dinosaur Pile-up - Long Way Down.flac,SUSPECT,"hard cutoff at ~16360Hz, steep 19.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16360,22050,19.8
/home/adam/driveBig/Music/New unformated songs/Dissolve Me/01 alt-J - Dissolve Me.flac,SUSPECT,"hard cutoff at ~21049Hz, steep 15.7dB/kHz -> likely transcoded from 320kbps (or near-transparent) MP3/lossy",44100,21049,22050,15.7
/home/adam/driveBig/Music/New unformated songs/Dissolve Me/02 alt-J - Dissolve Me (Live at Shepherd's Bush Empire – 19 _ 01 _ 13).flac,GRADUAL_ROLLOFF,"rolloff at ~15628Hz but gentle (2.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15628,22050,2.9
/home/adam/driveBig/Music/New unformated songs/Dissolve Me/03 alt-J - Dissolve Me (Romare Remix).flac,GRADUAL_ROLLOFF,"rolloff at ~17517Hz but gentle (0.2dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,17517,22050,0.2
/home/adam/driveBig/Music/New unformated songs/Dissolve Me/04 alt-J - Dissolve Me (Marlais Remix).flac,GRADUAL_ROLLOFF,"rolloff at ~14454Hz but gentle (3.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,14454,22050,3.6
/home/adam/driveBig/Music/New unformated songs/Dissolve Me/05 alt-J - Dissolve Me (Fryars Remix).flac,GRADUAL_ROLLOFF,"rolloff at ~19541Hz but gentle (1.9dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,19541,22050,1.9
/home/adam/driveBig/Music/New unformated songs/Dissolve Me/06 alt-J - Dissolve Me (Planet of Sound Remix).flac,GRADUAL_ROLLOFF,"rolloff at ~20914Hz but gentle (9.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,20914,22050,9.6
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/01. DOGSTAR - Blonde.flac,SUSPECT,"hard cutoff at ~16683Hz, steep 28.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16683,22050,28.3
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/02. DOGSTAR - How the Story Ends.flac,SUSPECT,"hard cutoff at ~16667Hz, steep 26.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16667,22050,26.8
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/03. DOGSTAR - Everything Turns Around.flac,SUSPECT,"hard cutoff at ~16484Hz, steep 26.2dB/kHz -> likely transcoded from 128kbps MP3",44100,16484,22050,26.2
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/04. DOGSTAR - Overhang.flac,SUSPECT,"hard cutoff at ~16613Hz, steep 22.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16613,22050,22.6
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/05. DOGSTAR - Dillon Street.flac,SUSPECT,"hard cutoff at ~16602Hz, steep 26.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16602,22050,26.7
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/06. DOGSTAR - Lily.flac,SUSPECT,"hard cutoff at ~16688Hz, steep 33.1dB/kHz -> likely transcoded from 128kbps MP3",44100,16688,22050,33.1
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/07. DOGSTAR - Lust.flac,SUSPECT,"hard cutoff at ~16640Hz, steep 25.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16640,22050,25.6
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/08. DOGSTAR - Glimmer.flac,SUSPECT,"hard cutoff at ~16597Hz, steep 23.2dB/kHz -> likely transcoded from 128kbps MP3",44100,16597,22050,23.2
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/09. DOGSTAR - Sunrise.flac,SUSPECT,"hard cutoff at ~16651Hz, steep 27.2dB/kHz -> likely transcoded from 128kbps MP3",44100,16651,22050,27.2
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/10. DOGSTAR - Sleep.flac,SUSPECT,"hard cutoff at ~16651Hz, steep 31.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16651,22050,31.6
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/11. DOGSTAR - Upside.flac,SUSPECT,"hard cutoff at ~16527Hz, steep 25.5dB/kHz -> likely transcoded from 128kbps MP3",44100,16527,22050,25.5
/home/adam/driveBig/Music/New unformated songs/DOGSTAR - Somewhere Between the Power Lines and Palm Trees (2023) [FLAC] [16B-44100kHz]/12. DOGSTAR - Breach.flac,SUSPECT,"hard cutoff at ~16586Hz, steep 27.1dB/kHz -> likely transcoded from 128kbps MP3",44100,16586,22050,27.1
"/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Don't Forget About Me, Demos (2018) [FLAC] [16B-44100kHz]/Disc 1/01. Dominic Fike - 3 Nights.flac",SUSPECT,"hard cutoff at ~16694Hz, steep 26.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16694,22050,26.4
"/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Don't Forget About Me, Demos (2018) [FLAC] [16B-44100kHz]/Disc 1/02. Dominic Fike - She Wants My Money (Explicit).flac",SUSPECT,"hard cutoff at ~16570Hz, steep 21.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16570,22050,21.4
"/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Don't Forget About Me, Demos (2018) [FLAC] [16B-44100kHz]/Disc 1/03. Dominic Fike - Babydoll.flac",SUSPECT,"hard cutoff at ~16710Hz, steep 24.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16710,22050,24.7
"/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Don't Forget About Me, Demos (2018) [FLAC] [16B-44100kHz]/Disc 1/04. Dominic Fike - Westcoast Collective.flac",SUSPECT,"hard cutoff at ~16602Hz, steep 22.1dB/kHz -> likely transcoded from 128kbps MP3",44100,16602,22050,22.1
"/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Don't Forget About Me, Demos (2018) [FLAC] [16B-44100kHz]/Disc 1/05. Dominic Fike - Socks.flac",SUSPECT,"hard cutoff at ~16634Hz, steep 22.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16634,22050,22.3
"/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Don't Forget About Me, Demos (2018) [FLAC] [16B-44100kHz]/Disc 1/06. Dominic Fike - King of Everything.flac",SUSPECT,"hard cutoff at ~16645Hz, steep 15.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16645,22050,15.7
"/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Don't Forget About Me, Demos (2018) [FLAC] [16B-44100kHz]/Disc 2/01. Dominic Fike - Falling Asleep.flac",SUSPECT,"hard cutoff at ~16791Hz, steep 25.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16791,22050,25.7
"/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Don't Forget About Me, Demos (2018) [FLAC] [16B-44100kHz]/Disc 2/02. Dominic Fike - Batshit (Explicit).flac",SUSPECT,"hard cutoff at ~16543Hz, steep 19.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16543,22050,19.4
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/01. Dominic Fike - How Much Is Weed (Explicit).flac,SUSPECT,"hard cutoff at ~16058Hz, steep 19.5dB/kHz -> likely transcoded from 128kbps MP3",44100,16058,22050,19.5
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/02. Dominic Fike - Ant Pile.flac,SUSPECT,"hard cutoff at ~16500Hz, steep 19.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16500,22050,19.8
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/03. Dominic Fike - Think Fast.flac,SUSPECT,"hard cutoff at ~16737Hz, steep 27.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16737,22050,27.7
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/04. Dominic Fike - Sick.flac,SUSPECT,"hard cutoff at ~16548Hz, steep 22.1dB/kHz -> likely transcoded from 128kbps MP3",44100,16548,22050,22.1
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/05. Dominic Fike - 7 Hours (Explicit).flac,SUSPECT,"hard cutoff at ~16758Hz, steep 30.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16758,22050,30.7
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/06. Dominic Fike - Dancing In The Courthouse.flac,SUSPECT,"hard cutoff at ~16672Hz, steep 23.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16672,22050,23.3
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/07. Dominic Fike - Mona Lisa.flac,SUSPECT,"hard cutoff at ~16677Hz, steep 25.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16677,22050,25.6
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/08. Dominic Fike - Bodies.flac,SUSPECT,"hard cutoff at ~16651Hz, steep 23.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16651,22050,23.7
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/09. Dominic Fike - Sunburn (Explicit).flac,SUSPECT,"hard cutoff at ~16640Hz, steep 24.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16640,22050,24.8
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/10. Dominic Fike - Pasture Child.flac,SUSPECT,"hard cutoff at ~16618Hz, steep 24.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16618,22050,24.4
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/11. Dominic Fike - 4x4.flac,SUSPECT,"hard cutoff at ~16408Hz, steep 22.1dB/kHz -> likely transcoded from 128kbps MP3",44100,16408,22050,22.1
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/12. Dominic Fike - Frisky.flac,SUSPECT,"hard cutoff at ~16710Hz, steep 28.5dB/kHz -> likely transcoded from 128kbps MP3",44100,16710,22050,28.5
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/13. Dominic Fike - Mama's Boy.flac,SUSPECT,"hard cutoff at ~16758Hz, steep 29.2dB/kHz -> likely transcoded from 128kbps MP3",44100,16758,22050,29.2
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/14. Dominic Fike - Dark (Explicit).flac,SUSPECT,"hard cutoff at ~16064Hz, steep 16.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16064,22050,16.9
/home/adam/driveBig/Music/New unformated songs/Dominic Fike - Sunburn (2023) [FLAC] [16B-44100kHz]/15. Dominic Fike - What Kinda Woman.flac,SUSPECT,"hard cutoff at ~16704Hz, steep 26.2dB/kHz -> likely transcoded from 128kbps MP3",44100,16704,22050,26.2
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/01. Don Henley - Dirty Laundry.flac,SUSPECT,"hard cutoff at ~16747Hz, steep 31.0dB/kHz -> likely transcoded from 128kbps MP3",44100,16747,22050,31
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/02. Don Henley - The Boys Of Summer.flac,SUSPECT,"hard cutoff at ~16791Hz, steep 28.2dB/kHz -> likely transcoded from 128kbps MP3",44100,16791,22050,28.2
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/03. Don Henley - All She Wants To Do Is Dance.flac,SUSPECT,"hard cutoff at ~16715Hz, steep 31.0dB/kHz -> likely transcoded from 128kbps MP3",44100,16715,22050,31
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/04. Don Henley - Not Enough Love In The World.flac,SUSPECT,"hard cutoff at ~16791Hz, steep 30.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16791,22050,30.4
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/05. Don Henley - Sunset Grill.flac,SUSPECT,"hard cutoff at ~16785Hz, steep 28.0dB/kHz -> likely transcoded from 128kbps MP3",44100,16785,22050,28
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/06. Don Henley - The End Of The Innocence.flac,SUSPECT,"hard cutoff at ~16591Hz, steep 24.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16591,22050,24.9
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/07. Don Henley - The Last Worthless Evening.flac,SUSPECT,"hard cutoff at ~16807Hz, steep 33.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16807,22050,33.8
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/08. Don Henley - New York Minute.flac,SUSPECT,"hard cutoff at ~16753Hz, steep 27.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16753,22050,27.8
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/09. Don Henley - I Will Not Go Quietly.flac,SUSPECT,"hard cutoff at ~16672Hz, steep 25.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16672,22050,25.3
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/10. Don Henley - The Heart Of The Matter.flac,SUSPECT,"hard cutoff at ~16742Hz, steep 27.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16742,22050,27.4
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/11. Don Henley - The Garden Of Allah.flac,SUSPECT,"hard cutoff at ~16704Hz, steep 27.6dB/kHz -> likely transcoded from 128kbps MP3",44100,16704,22050,27.6
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/12. Don Henley - You Don't Know Me At All.flac,SUSPECT,"hard cutoff at ~16774Hz, steep 31.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16774,22050,31.9
/home/adam/driveBig/Music/New unformated songs/Don Henley - Actual Miles Henley's Greatest Hits (2015) [FLAC] [16B-44100kHz]/13. Don Henley - Everybody Knows.flac,SUSPECT,"hard cutoff at ~16785Hz, steep 29.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16785,22050,29.7
/home/adam/driveBig/Music/New unformated songs/EKKSTACY - NEGATIVE (2021) [FLAC] [16B-44100kHz]/01. EKKSTACY - i walk this earth all by myself (Explicit).flac,SUSPECT,"hard cutoff at ~16031Hz, steep 21.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16031,22050,21.9
/home/adam/driveBig/Music/New unformated songs/EKKSTACY - NEGATIVE (2021) [FLAC] [16B-44100kHz]/02. EKKSTACY - then i met her.flac,SUSPECT,"hard cutoff at ~16069Hz, steep 24.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16069,22050,24.9
"/home/adam/driveBig/Music/New unformated songs/EKKSTACY - NEGATIVE (2021) [FLAC] [16B-44100kHz]/03. EKKSTACY - it only gets worse, i promise.flac",SUSPECT,"hard cutoff at ~16489Hz, steep 25.5dB/kHz -> likely transcoded from 128kbps MP3",44100,16489,22050,25.5
/home/adam/driveBig/Music/New unformated songs/EKKSTACY - NEGATIVE (2021) [FLAC] [16B-44100kHz]/04. EKKSTACY - i want to be by your side.flac,SUSPECT,"hard cutoff at ~16134Hz, steep 26.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16134,22050,26.7
/home/adam/driveBig/Music/New unformated songs/EKKSTACY - NEGATIVE (2021) [FLAC] [16B-44100kHz]/05. EKKSTACY - for forever.flac,SUSPECT,"hard cutoff at ~16677Hz, steep 24.7dB/kHz -> likely transcoded from 128kbps MP3",44100,16677,22050,24.7
/home/adam/driveBig/Music/New unformated songs/EKKSTACY - NEGATIVE (2021) [FLAC] [16B-44100kHz]/06. EKKSTACY - but there is always hatred.flac,SUSPECT,"hard cutoff at ~16618Hz, steep 22.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16618,22050,22.9
/home/adam/driveBig/Music/New unformated songs/EKKSTACY - NEGATIVE (2021) [FLAC] [16B-44100kHz]/07. EKKSTACY - in love (Explicit).flac,GRADUAL_ROLLOFF,"rolloff at ~15687Hz but gentle (10.6dB/kHz) - could be an old master/analog source, not necessarily transcoded",44100,15687,22050,10.6
/home/adam/driveBig/Music/New unformated songs/Eminem - Curtain Call The Hits (2005) [FLAC] [16B-44100kHz]/01. Eminem - Intro (Explicit).flac,SUSPECT,"hard cutoff at ~16602Hz, steep 25.9dB/kHz -> likely transcoded from 128kbps MP3",44100,16602,22050,25.9
/home/adam/driveBig/Music/New unformated songs/Eminem - Curtain Call The Hits (2005) [FLAC] [16B-44100kHz]/02. Eminem - FACK (Explicit).flac,SUSPECT,"hard cutoff at ~16629Hz, steep 21.4dB/kHz -> likely transcoded from 128kbps MP3",44100,16629,22050,21.4
/home/adam/driveBig/Music/New unformated songs/Eminem - Curtain Call The Hits (2005) [FLAC] [16B-44100kHz]/03. Eminem - The Way I Am (Explicit).flac,SUSPECT,"hard cutoff at ~16661Hz, steep 27.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16661,22050,27.3
/home/adam/driveBig/Music/New unformated songs/Eminem - Curtain Call The Hits (2005) [FLAC] [16B-44100kHz]/04. Eminem - My Name Is (Explicit).flac,SUSPECT,"hard cutoff at ~16505Hz, steep 18.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16505,22050,18.8
/home/adam/driveBig/Music/New unformated songs/Eminem - Curtain Call The Hits (2005) [FLAC] [16B-44100kHz]/05. Eminem - Stan (Explicit).flac,SUSPECT,"hard cutoff at ~16677Hz, steep 27.8dB/kHz -> likely transcoded from 128kbps MP3",44100,16677,22050,27.8
/home/adam/driveBig/Music/New unformated songs/Eminem - Curtain Call The Hits (2005) [FLAC] [16B-44100kHz]/06. Eminem - Lose Yourself (Explicit).flac,SUSPECT,"hard cutoff at ~16699Hz, steep 23.3dB/kHz -> likely transcoded from 128kbps MP3",44100,16699,22050,23.3
